average_loudness,barkbands_crest.mean,barkbands_crest.stdev,barkbands_flatness_db.mean,barkbands_flatness_db.stdev,barkbands_kurtosis.mean,barkbands_kurtosis.stdev,barkbands_skewness.mean,barkbands_skewness.stdev,barkbands_spread.mean,barkbands_spread.stdev,dissonance.mean,dissonance.stdev,dynamic_complexity,erbbands_crest.mean,erbbands_crest.stdev,erbbands_flatness_db.mean,erbbands_flatness_db.stdev,erbbands_kurtosis.mean,erbbands_kurtosis.stdev,erbbands_skewness.mean,erbbands_skewness.stdev,erbbands_spread.mean,erbbands_spread.stdev,hfc.mean,hfc.stdev,loudness_ebu128.integrated,loudness_ebu128.loudness_range,loudness_ebu128.momentary.mean,loudness_ebu128.momentary.stdev,loudness_ebu128.short_term.mean,loudness_ebu128.short_term.stdev,melbands_crest.mean,melbands_crest.stdev,melbands_flatness_db.mean,melbands_flatness_db.stdev,melbands_kurtosis.mean,melbands_kurtosis.stdev,melbands_skewness.mean,melbands_skewness.stdev,melbands_spread.mean,melbands_spread.stdev,pitch_salience.mean,pitch_salience.stdev,silence_rate_20dB.mean,silence_rate_20dB.stdev,silence_rate_30dB.mean,silence_rate_30dB.stdev,silence_rate_60dB.mean,silence_rate_60dB.stdev,spectral_centroid.mean,spectral_centroid.stdev,spectral_complexity.mean,spectral_complexity.stdev,spectral_decrease.mean,spectral_decrease.stdev,spectral_energy.mean,spectral_energy.stdev,spectral_energyband_high.mean,spectral_energyband_high.stdev,spectral_energyband_low.mean,spectral_energyband_low.stdev,spectral_energyband_middle_high.mean,spectral_energyband_middle_high.stdev,spectral_energyband_middle_low.mean,spectral_energyband_middle_low.stdev,spectral_entropy.mean,spectral_entropy.stdev,spectral_flux.mean,spectral_flux.stdev,spectral_kurtosis.mean,spectral_kurtosis.stdev,spectral_rms.mean,spectral_rms.stdev,spectral_rolloff.mean,spectral_rolloff.stdev,spectral_skewness.mean,spectral_skewness.stdev,spectral_spread.mean,spectral_spread.stdev,spectral_strongpeak.mean,spectral_strongpeak.stdev,zerocrossingrate.mean,zerocrossingrate.stdev,rhythm.beats_count,rhythm.beats_loudness.mean,rhythm.beats_loudness.stdev,rhythm.bpm,rhythm.bpm_histogram_first_peak_bpm,rhythm.bpm_histogram_first_peak_weight,rhythm.bpm_histogram_second_peak_bpm,rhythm.bpm_histogram_second_peak_spread,rhythm.bpm_histogram_second_peak_weight,rhythm.danceability,rhythm.onset_rate,tonal.chords_changes_rate,tonal.chords_number_rate,tonal.chords_strength.mean,tonal.chords_strength.stdev,tonal.hpcp_crest.mean,tonal.hpcp_crest.stdev,tonal.hpcp_entropy.mean,tonal.hpcp_entropy.stdev,tonal.key_edma.strength,tonal.key_krumhansl.strength,tonal.key_temperley.strength,tonal.tuning_diatonic_strength,tonal.tuning_equal_tempered_deviation,tonal.tuning_frequency,tonal.tuning_nontempered_energy_ratio,label
0.9262091517,13.06620789,6.341759205,0.1911866218,0.0846786499,25.69511414,71.82957458,2.878260374,3.380371809,21.69062042,22.2420578,0.4663911164,0.0365200825,2.52650857,8.22400856,4.362887859,0.1579499096,0.05556083098,1.268958211,3.847401142,0.3436870277,1.034134984,45.48074722,26.54303169,26.45262337,28.79027748,-8.897899628,4.108750343,-9.149768829,1.58733356,-9.08112812,1.360161781,17.97815323,8.301772118,0.2442965806,0.1166040078,57.67235565,116.0713425,4.4277215,3.987840414,22.68449211,28.0067997,0.4786364436,0.1915046424,1,0,0.8814083934,0.3233118951,0.04701102898,0.2116647512,1323.725098,910.5666504,18.23176575,11.79491425,-1.33E-08,1.28E-08,0.05251597613,0.04860559851,0.0015845421,0.002934875432,0.03655276448,0.04838803038,0.004887226503,0.006151562557,0.01206282713,0.01460105088,7.62616539,0.6100651622,0.1131982133,0.08349025249,4.16401577,4.951435566,0.006362025626,0.003280176315,1697.95166,2541.482178,1.517721295,0.747610569,5490250,2477074,0.7709977031,0.8598819375,0.06151994318,0.06108193472,251,0.06084832922,0.04725071788,125.9778214,126,0.2418032289,115,0.25,0.0120000001,1.660384178,5.641086578,0.07698259503,0.003868472064,0.5725313425,0.09466642886,13.71028805,7.157557964,2.07710886,0.8513866663,0.6065026522,0.6030937433,0.6413218379,0.60004282,0.1842436045,434.1931152,0.8946380615,suaraarchive
0.8016137481,12.66376114,6.788875103,0.1968865842,0.1208817735,68.84858704,261.2232056,3.911702871,5.752194881,28.23055458,28.73445511,0.4570156038,0.04211437702,2.861352921,8.079088211,4.59795332,0.1401007921,0.06009122729,2.449649572,9.596832275,0.3775617182,1.621577621,66.23789978,38.10824585,41.01864243,61.05533981,-9.206632614,4.623672962,-9.692483902,2.13359189,-9.632000923,1.927237511,17.98867035,8.575312614,0.2609246075,0.150780946,125.6482162,268.3919678,6.134203911,6.218164921,32.17272186,47.29959488,0.5114846826,0.22584939,0.9827819467,0.1300860941,0.818146646,0.385733664,0.04720448703,0.2120754272,1450.574829,1169.387451,12.97310925,11.20571423,-1.55E-08,2.36E-08,0.06228891015,0.08892221749,0.004089619964,0.007194314618,0.04949498177,0.08990915865,0.001520310412,0.002466114238,0.00880375877,0.01306936983,7.69886446,0.82931602,0.1078863069,0.09589904547,3.794501305,14.68969059,0.006352926139,0.004517758265,2628.050781,3537.919922,1.273062944,1.069906712,6744729,2432632,0.6039509773,0.8914861679,0.08493117988,0.08281937242,249,0.09688804299,0.1215729862,124.9881973,126,0.3868312836,117,0.3333333135,0.008064515889,1.625389218,4.99948597,0.05570599437,0.002321083099,0.5896137357,0.0906503424,12.07880974,5.852299213,2.296762466,0.7891142964,0.5925043225,0.616168797,0.6579353809,0.5540734529,0.1835722178,434.1931152,0.8363423347,suaraarchive
0.9588399529,15.58913898,6.508586407,0.1945711672,0.09503025562,29.897995,58.24262619,3.597181559,3.494997978,20.67158127,22.11730194,0.4628142118,0.0341347754,2.245363235,7.819394112,3.867784262,0.1483228207,0.0748988241,0.2088240981,3.046402216,0.08144827932,0.79060781,50.312397,21.87412453,26.41930008,33.98877335,-8.3621912,6.629324436,-9.117020607,2.995693684,-9.017372131,2.651299715,20.10737038,7.889047623,0.2647718489,0.1155327186,67.10144806,94.77388,5.458920956,4.104006767,16.85375977,17.38374138,0.3824856281,0.1948139668,1,0,0.7544979453,0.4303703606,0.02398916706,0.1530119777,1444.811523,829.5070801,18.15883064,9.722195625,-1.80E-08,1.71E-08,0.07034340501,0.06462090462,0.001854751725,0.004161378834,0.05844825879,0.06518704444,0.004072425887,0.004669161513,0.007543826941,0.01365317311,7.584991932,0.593919754,0.1304778308,0.07968062907,7.485240459,27.53448486,0.007372714113,0.00377771561,1216.38208,1753.366211,1.511578321,1.35403645,4703091,1647661.125,0.7050618529,0.6392686367,0.04996518046,0.04229700565,265,0.06201982498,0.06089682877,130.5879974,129,0.4908257127,172,0,0.04924242571,1.484370589,4.074581146,0.04680851102,0.001547388732,0.5628180504,0.0785619989,13.31095886,6.675699711,2.025023937,0.7325023413,0.521594882,0.5361779332,0.5524827838,0.6141335368,0.2621392906,434.1931152,0.9731830359,suaraarchive
0.9598442316,16.03471565,5.544224262,0.1861426383,0.103510648,63.32050323,138.58284,4.787662029,4.979610443,32.12703705,32.06550217,0.4737017751,0.02062003687,1.70968461,7.624881268,3.849903822,0.0942524001,0.02697456069,0.1893480271,1.627814889,-0.0360840112,0.8714563251,68.22467804,32.96113968,80.60477448,126.2712097,-9.541926384,1.830016136,-9.626545906,0.8778569102,-9.616481781,0.730481863,29.89958763,7.793460846,0.2791949511,0.1248606369,212.6156616,419.3380737,8.98996067,7.743784428,19.47007751,27.86055946,0.2992912829,0.1861402392,0.9531824589,0.2112562805,0.5964403152,0.4905981123,0,0,1967.003906,1090.674805,19.5031929,12.08472919,-2.84E-08,2.29E-08,0.1143542677,0.08506385982,0.006948331371,0.01241010241,0.09679540992,0.08912595361,0.003839789424,0.004138179589,0.007455796469,0.01433826238,8.043625832,0.5018860102,0.1319202632,0.07845752686,2.210614681,2.11269784,0.009926949628,0.00360839325,2054.618164,3736.591553,1.279282093,0.4457013905,7932634,2202119.25,0.5765243769,0.5724027753,0.07758277655,0.07404352725,254,0.0979495272,0.02985936962,127.0494003,126,0.4422310591,136,0,0.003952569328,1.900788188,6.232692719,0.05609284341,0.001934236032,0.492988348,0.1052328646,12.43373203,4.397591591,2.109402418,0.6853522062,0.5945529938,0.5832368731,0.5587954521,0.5454739332,0.2577731013,434.1931152,0.9095190167,suaraarchive
0.9211258888,14.52034378,5.613762379,0.258785367,0.1458581537,43.36010361,71.03013611,4.291251183,3.558462143,15.68752384,19.40349579,0.4597441852,0.04300616309,3.198524714,8.012361526,3.71782732,0.1599251777,0.08275979012,1.398239374,5.304793835,0.403106153,1.247841835,65.14268494,40.79346848,24.21103096,27.91773224,-10.98294353,5.103006363,-11.86680603,3.133701324,-11.54244423,1.962664604,23.99667931,10.36135387,0.3455194533,0.1697859615,184.6853027,360.5516052,8.352571487,7.349153996,12.59542465,22.11559296,0.4107762277,0.242273137,0.975430429,0.1548062861,0.5621977448,0.496103555,0.08860514313,0.284167707,1183.339966,951.6832275,12.27800369,11.38160038,-2.98E-08,3.02E-08,0.1146930307,0.1145293787,0.001735577243,0.00281007844,0.09804488719,0.1120338589,0.001817372395,0.003109465353,0.01269272063,0.01769240573,7.373772144,0.9737053514,0.1240817904,0.1044191495,16.11744308,54.28976059,0.008880213834,0.00574782351,1000.922546,1970.13501,1.992837787,2.593683243,5779156,2569753.25,0.5763896704,0.3977032602,0.04654532298,0.05423097312,242,0.1525231302,0.09957484156,122.0328979,123,0.3636363149,117,0,0.06639004499,1.529826164,4.91616106,0.07350096852,0.004255319014,0.4691119194,0.06870669872,12.18374062,6.30333519,2.302892447,0.8395130038,0.6451805234,0.6422143579,0.6418145299,0.5163013339,0.1864678264,434.1931152,0.9067853689,suaraarchive
0.9674816728,15.46956444,6.812876701,0.2218011022,0.1351799965,66.52124786,152.5024872,4.917115211,4.936823845,17.03471184,18.2420311,0.4605617821,0.03311993554,2.214235067,8.734973907,5.020347118,0.1352424473,0.05895432085,1.242453456,4.253487587,0.510312736,1.134618402,52.98829651,29.41311073,21.4605484,21.11355591,-8.846133232,2.283392906,-8.970200539,1.101156712,-8.902801514,0.7501155734,23.11810493,9.512000084,0.3094050288,0.1576284468,122.884613,208.1903381,6.934802055,5.463457584,13.65728951,19.22757912,0.3689973354,0.2346483022,1,0,0.6420971155,0.4793844521,0.0001934610191,0.01390847471,1219.053345,958.5657349,13.92532444,10.27013683,-2.09E-08,1.80E-08,0.0807499662,0.068139337,0.001431694836,0.002445243066,0.06725215167,0.07199387997,0.002374741016,0.002902104054,0.01115724258,0.01928246766,7.554772854,0.8128772974,0.1361806095,0.08615885675,6.260505676,9.888802528,0.00793712493,0.003972750157,873.569519,1619.01062,1.718466759,1.037366033,5580394.5,1967449,0.6403627396,0.48046574,0.04358899593,0.04473235831,253,0.07305766642,0.03436629847,126.9918442,126,0.363265276,117,0.3333333731,0.01587301679,1.839356065,6.274354935,0.1017408147,0.002707930282,0.5687701106,0.08697094023,11.93130016,5.308996677,2.204818964,0.7216146588,0.7069447041,0.7012669444,0.6646589041,0.6882246733,0.1378068328,434.1931152,0.848156333,suaraarchive
0.9683041573,16.96660423,6.384294987,0.2195044607,0.1160940379,83.34346008,194.9611816,5.214467525,5.606188774,26.43140602,28.58418083,0.4844346941,0.01993827149,2.428995371,7.641090393,4.73180151,0.1173442528,0.03974294662,1.948071599,6.26363945,-0.1552667022,1.540624499,73.61244202,42.28859711,65.33740997,101.7311783,-10.20708275,2.774122238,-10.38876915,1.309218407,-10.31402302,1.086747766,24.43191147,9.188042641,0.3008113801,0.1501938254,234.3030853,341.4442139,9.991768837,8.005208969,28.19586182,49.75698471,0.3305871189,0.2112434208,0.9692397118,0.1726670712,0.49158445,0.4999348223,0.01354227122,0.1155795455,2029.707153,1334.147217,13.53375912,12.79822731,-3.39E-08,2.89E-08,0.1337193251,0.1104478985,0.006101891864,0.01106686518,0.1174805239,0.107023932,0.002345199697,0.003359964117,0.008995386772,0.02420684882,8.040667534,0.7016576529,0.1628771126,0.1131040379,1.924952984,4.157197952,0.01017723698,0.005184752867,2065.315186,3498.18042,1.086735249,0.6684411764,7739047.5,1690616.75,0.7388813496,1.048644781,0.08368729055,0.08740380406,250,0.1337867975,0.06278416514,125.0478973,126,0.449392736,140,0,0.008032128215,1.792333484,6.074375629,0.05957446992,0.001934236032,0.4517237544,0.06087807193,10.09554005,4.272665977,2.662931681,0.682749331,0.4337274432,0.4323409796,0.4343644977,0.3558250666,0.1275339127,434.1931152,0.7871771455,suaraarchive
0.8840077519,12.50207615,6.420470715,0.157775566,0.08179735392,23.91467857,66.03575897,2.688506603,3.581739664,30.54839516,25.12567711,0.47961092,0.01911982894,2.469671965,7.700942516,3.658752203,0.1249902323,0.04225972295,0.8266046047,2.286116123,-0.4078168273,0.9462532997,54.6877594,29.44900894,49.2988739,84.79851532,-10.61974907,3.619700432,-11.07207203,2.240591288,-10.86276817,1.430552959,21.01324272,10.65113068,0.2116548121,0.1176139787,78.67926025,168.3279877,5.409235954,5.159369946,37.93489456,45.26737976,0.4625144303,0.2200441509,1,0,0.8212420344,0.3831691742,0.04855871573,0.2149479389,2089.800049,1068.455322,17.83130264,11.89033222,-1.18E-08,1.15E-08,0.0491379723,0.04342912138,0.004236885346,0.008449257351,0.03506407514,0.04158009216,0.004131274298,0.00491031725,0.006771910004,0.0147488853,7.93848753,0.4243430197,0.1034571752,0.07312852889,2.751623154,3.919489861,0.006119984202,0.003238087054,2943.001221,3824.589111,1.202530861,0.494313091,6290810,1917476.25,0.7851372361,1.434778333,0.09379080683,0.08186073601,253,0.04571647942,0.01765633374,127.0021667,126,0.4661354423,133,0,0.003968254197,1.40263164,5.99105072,0.05338491127,0.002321083099,0.5248295069,0.08725874126,11.39452934,4.852391243,2.336310387,0.6863031983,0.6438663006,0.635412097,0.6394929886,0.64794451,0.2377185971,434.1931152,0.9149662852,suaraarchive
0.962813735,13.82380581,6.35702467,0.2002536654,0.1044295132,36.49915314,83.14723206,3.53357482,3.236055136,14.37573147,14.81215382,0.4591880441,0.03881421313,2.207322121,8.391798019,3.763516188,0.1445595473,0.04642670974,1.964267731,4.033723354,0.7256574631,0.9446097016,40.81523132,27.44057083,21.59487343,27.91656113,-9.63470459,2.034671783,-9.780767441,1.212780118,-9.677864075,0.7525564432,22.76416779,11.24099922,0.2857282758,0.1347447038,84.80857849,204.1607208,5.206291199,5.006277084,12.89668083,13.29939842,0.4345643222,0.238550514,1,0,0.6457728744,0.4782791436,0.007544979919,0.08653518558,1066.28772,648.9176636,15.48926258,9.099869728,-1.85E-08,1.59E-08,0.07188271731,0.06040335074,0.000982929254,0.002445617458,0.05589417368,0.05916945636,0.004213188309,0.00734615745,0.01187583152,0.01716723107,7.562923431,0.6247682571,0.1170752794,0.0927939117,5.047095299,4.334127903,0.007515803911,0.00369349774,964.8286133,1641.862305,1.80181694,0.7250574827,5465340,2481646.5,0.6117375493,0.5212641954,0.04242766276,0.03807735071,248,0.1305221468,0.07050162554,124.9269562,126,0.4353448749,120,0.4444444776,0.02024291456,1.62194109,5.99105072,0.07969052345,0.001934236032,0.5637574196,0.07593294978,12.46219635,5.572388172,2.156446934,0.7515238523,0.7525789142,0.7528037429,0.7489329576,0.7336999774,0.2053193152,434.1931152,0.8999522924,suaraarchive
0.8394908309,14.04623413,5.659905434,0.1986570209,0.0984487161,62.69432068,123.8389816,4.905077934,4.13696003,15.14657688,15.84933376,0.4670985341,0.0240678601,2.222084045,7.730555534,3.790651083,0.1132743433,0.04535137862,1.020937562,3.162388563,0.8335983753,0.8703493476,59.15962219,27.72126579,25.77410698,25.84008408,-9.92779541,4.431776047,-10.24736404,1.693335414,-10.20774555,1.561685324,21.16657257,8.94403553,0.2865447104,0.1240608469,128.9255371,203.0082245,6.817968845,4.936278343,10.84805679,12.78857613,0.4660584033,0.193035543,0.886051476,0.317745775,0.6949119568,0.4604482949,0,0,959.2666016,632.4488525,15.67459869,10.56489086,-3.10E-08,4.24E-08,0.1192995161,0.1605539322,0.001423435169,0.002223393414,0.1069006696,0.1602859646,0.002840658184,0.00448076427,0.01010885462,0.01620645635,7.669649601,0.5222805738,0.1289814264,0.1263408512,3.031720638,2.259057045,0.009086642414,0.005815741606,735.6548462,1243.824707,1.514509559,0.4595131576,6492084.5,1834968.875,0.6557604671,0.5375022292,0.04626949131,0.03704911098,245,0.3101258278,0.2828318179,122.9993134,123,0.01652890444,110,0,0.004098360427,1.631430268,7.29091692,0.03172146901,0.002321083099,0.5185405612,0.1039221883,12.26743412,5.642154217,2.241396904,0.6930072308,0.7149713039,0.7038045526,0.7105819583,0.5675448179,0.2289071828,434.1931152,0.9429101944,suaraarchive
